neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,cleaning_fee,guests_included,extra_people,minimum_nights,amen_score
3,1,0,6,1.0,3.0,5.0,3,8977.0,6000.0,2,2000.0,2,19
46,1,0,2,1.0,0.0,2.0,3,8977.0,3500.0,1,1080.0,1,29
43,1,0,3,1.0,1.0,4.0,3,16641.0,7588.0,2,3111.0,2,36
7,14,2,2,1.0,1.0,2.0,3,5474.0,1000.0,1,4500.0,1,31
51,1,0,5,1.0,2.0,5.0,3,14998.0,6000.0,2,2000.0,3,42
42,14,2,2,1.0,1.0,2.0,3,7007.0,3000.0,1,3500.0,1,41
46,1,0,4,1.0,0.0,3.0,3,2956.0,4000.0,3,1000.0,1,28
51,14,0,5,1.0,1.0,4.0,3,12480.0,8000.0,4,2500.0,3,32
51,1,0,5,1.0,2.0,5.0,3,16531.0,7500.0,3,3000.0,1,34
45,1,0,3,1.0,1.0,3.0,3,7992.0,5000.0,2,2000.0,3,36
43,1,0,3,1.0,0.0,2.0,3,14998.0,7000.0,2,2000.0,1,24
42,1,0,5,1.0,1.0,0.0,3,20034.0,6000.0,2,1500.0,2,27
3,1,0,5,1.0,1.0,4.0,3,7554.0,6000.0,4,2000.0,2,16
41,14,0,6,1.0,2.0,6.0,3,13466.0,1000.0,4,2000.0,2,24
47,14,2,1,1.0,1.0,1.0,3,2846.0,1500.0,1,0.0,2,22
45,1,0,4,1.0,1.0,4.0,3,9525.0,5000.0,2,3000.0,1,33
42,1,0,4,1.0,1.0,0.0,3,8211.0,5000.0,3,1000.0,2,26
45,14,2,2,1.5,1.0,2.0,3,8977.0,800.0,1,3000.0,3,27
49,1,0,4,1.5,1.0,2.0,3,10948.0,3000.0,2,2000.0,2,27
45,14,0,12,2.0,3.0,5.0,3,24961.0,11000.0,6,1500.0,1,35
20,14,0,5,1.0,1.0,4.0,3,4926.0,4379.0,2,1642.0,3,26
43,14,2,1,2.0,1.0,1.0,3,3284.0,800.0,1,0.0,2,17
19,10,0,3,1.0,1.0,3.0,3,7007.0,3000.0,1,3500.0,3,32
51,1,0,4,1.0,1.0,3.0,3,18611.0,6897.0,2,0.0,2,33
43,1,0,3,1.0,1.0,2.0,3,7992.0,5000.0,2,3000.0,2,22
33,1,0,3,1.0,0.0,3.0,3,11167.0,5586.0,2,3351.0,1,28
47,1,0,4,1.0,0.0,2.0,3,9962.0,6700.0,4,2000.0,1,19
49,14,2,2,1.0,1.0,2.0,3,4051.0,3000.0,1,2000.0,2,24
47,1,0,4,1.0,0.0,2.0,3,9962.0,6000.0,4,2000.0,1,31
43,1,0,2,1.0,1.0,1.0,3,10291.0,3284.0,1,0.0,2,31
45,1,0,3,1.0,1.0,2.0,3,7007.0,6000.0,2,2500.0,2,21
45,1,0,5,1.0,1.0,3.0,3,8211.0,9853.0,2,4379.0,2,31
29,1,0,2,1.5,1.0,2.0,3,14998.0,6800.0,2,2000.0,2,22
46,1,0,4,1.0,0.0,3.0,3,2956.0,4000.0,3,1500.0,1,25
46,1,0,4,1.0,0.0,1.0,3,2956.0,4000.0,3,1500.0,1,23
45,14,0,5,1.0,2.0,3.0,3,22005.0,12000.0,4,2000.0,2,31
51,1,0,5,1.0,2.0,5.0,3,15546.0,6000.0,2,2000.0,3,46
19,1,0,2,1.0,1.0,1.0,3,3832.0,3300.0,1,1800.0,1,34
43,1,0,2,1.5,1.0,1.0,3,14998.0,6000.0,2,0.0,1,38
33,14,0,10,1.0,3.0,7.0,3,17954.0,10000.0,4,2000.0,2,34
47,1,0,3,1.0,1.0,2.0,3,7992.0,7000.0,2,2500.0,1,18
47,1,0,3,1.0,1.0,3.0,3,7663.0,5474.0,2,1095.0,2,28
47,1,0,3,1.0,1.0,2.0,3,7663.0,5474.0,2,1095.0,2,28
45,1,0,3,1.5,1.0,4.0,3,6897.0,6500.0,2,3000.0,2,29
47,14,0,6,1.0,2.0,2.0,3,7007.0,6000.0,4,2500.0,2,35
49,1,0,12,2.0,3.0,6.0,3,29011.0,7000.0,6,4500.0,2,24
43,1,0,5,1.5,0.0,5.0,3,13028.0,8000.0,2,2000.0,2,25
49,1,0,8,1.5,2.0,4.0,3,19049.0,4000.0,4,4500.0,2,21
44,14,0,9,1.5,3.0,8.0,3,24961.0,11000.0,4,2500.0,2,19
19,14,0,2,1.0,1.0,1.0,3,6569.0,3284.0,2,0.0,1,34
43,1,0,4,1.5,0.0,4.0,3,12042.0,8000.0,2,2000.0,2,24
34,14,2,2,1.0,1.0,2.0,3,4817.0,5474.0,2,0.0,3,14
45,1,0,4,1.0,2.0,2.0,3,12261.0,0.0,2,2200.0,2,23
33,14,2,2,1.0,1.0,1.0,3,4379.0,3284.0,1,0.0,3,25
47,1,0,6,1.0,2.0,4.0,3,20034.0,11000.0,4,3000.0,1,25
51,1,0,2,1.0,1.0,2.0,3,5036.0,5000.0,2,2000.0,1,22
34,14,2,2,1.0,1.0,2.0,3,3284.0,5474.0,2,0.0,3,17
34,14,2,3,1.0,1.0,3.0,3,4379.0,5474.0,2,2190.0,3,14
46,1,0,2,1.0,1.0,1.0,3,4160.0,4300.0,2,1500.0,2,26
47,12,2,2,1.5,1.0,2.0,3,4489.0,2500.0,2,2500.0,1,32
47,12,2,2,1.5,1.0,2.0,3,4489.0,2000.0,2,2500.0,1,33
45,1,0,6,1.0,1.0,3.0,3,9853.0,5000.0,2,4000.0,1,25
47,1,0,6,1.0,2.0,4.0,3,20034.0,11000.0,4,3000.0,1,25
47,1,0,8,1.0,3.0,7.0,3,12042.0,10000.0,4,4000.0,1,10
47,12,2,2,1.5,1.0,2.0,3,4489.0,2000.0,2,2500.0,1,27
47,12,2,2,1.5,1.0,1.0,3,4598.0,2000.0,2,2500.0,1,33
34,14,2,2,1.0,1.0,2.0,3,4160.0,5474.0,2,0.0,3,11
33,14,2,3,1.0,1.0,0.0,3,2737.0,3284.0,2,1642.0,2,17
46,1,0,3,1.0,2.0,2.0,3,9962.0,3500.0,1,1080.0,1,32
45,1,0,4,1.0,1.0,2.0,3,14998.0,4500.0,2,2000.0,2,31
8,14,0,4,1.0,0.0,2.0,3,7554.0,2190.0,2,1642.0,2,23
45,1,0,2,1.0,1.0,2.0,3,5036.0,5800.0,3,3000.0,1,29
15,1,0,8,1.0,1.0,8.0,3,12042.0,7000.0,6,2200.0,1,28
18,24,0,7,1.0,2.0,1.0,3,23866.0,2999.0,2,2499.0,1,24
33,14,2,2,1.0,1.0,1.0,3,6240.0,2000.0,1,1500.0,1,21
42,1,0,3,1.0,1.0,2.0,3,6021.0,2980.0,1,1480.0,1,35
3,1,0,4,1.0,1.0,3.0,3,12042.0,5000.0,2,2000.0,2,17
41,1,0,2,1.0,1.0,2.0,3,8977.0,6000.0,2,0.0,2,41
28,14,0,5,2.0,2.0,5.0,3,17954.0,10000.0,4,3000.0,2,37
51,1,0,4,1.5,1.0,2.0,3,6021.0,5000.0,1,1000.0,1,24
45,1,0,5,1.0,1.0,5.0,3,9525.0,5000.0,2,3000.0,1,34
43,1,0,4,1.0,2.0,4.0,3,38974.0,8000.0,1,3000.0,1,14
43,1,0,4,1.0,1.0,4.0,3,12042.0,8000.0,2,3000.0,2,35
45,14,2,3,1.0,1.0,2.0,3,9962.0,5000.0,2,2000.0,2,44
46,1,0,4,1.0,2.0,4.0,3,10400.0,5145.0,2,2190.0,1,35
19,1,0,5,1.5,1.0,4.0,3,6240.0,8977.0,2,2080.0,3,35
49,1,0,8,1.5,3.0,2.0,3,15546.0,3000.0,4,3000.0,2,42
47,1,0,7,1.5,2.0,3.0,3,24961.0,6500.0,4,4000.0,1,46
43,1,0,3,1.0,1.0,2.0,3,17954.0,4500.0,1,2890.0,1,29
43,1,0,3,1.0,1.0,2.0,3,15984.0,4500.0,1,2980.0,1,29
33,1,0,3,1.0,0.0,3.0,3,8649.0,5000.0,2,2500.0,1,26
45,1,0,5,1.0,1.0,5.0,3,9525.0,5000.0,2,3000.0,2,32
33,1,0,8,1.5,2.0,8.0,3,22333.0,6703.0,4,3351.0,1,31
46,14,2,5,1.0,3.0,5.0,3,24961.0,8000.0,5,2500.0,2,29
42,14,2,2,1.0,1.0,0.0,3,7992.0,5000.0,1,6000.0,2,33
29,1,0,2,1.0,0.0,2.0,3,14232.0,5474.0,2,0.0,1,32
29,1,0,2,1.0,0.0,2.0,3,18611.0,5474.0,2,0.0,1,28
29,1,0,2,1.0,0.0,2.0,3,14232.0,5474.0,2,0.0,1,32
29,1,0,2,1.0,0.0,2.0,3,18611.0,5474.0,2,0.0,1,33
29,1,0,2,1.0,0.0,2.0,3,14232.0,5474.0,2,0.0,1,30
29,1,0,2,1.0,0.0,2.0,3,18611.0,5474.0,2,0.0,1,33
29,1,0,6,1.0,2.0,3.0,3,32843.0,6569.0,4,3284.0,1,33
29,1,0,6,1.0,2.0,3.0,3,32843.0,6569.0,4,3284.0,1,33
47,1,0,8,1.0,2.0,3.0,3,16531.0,9000.0,4,3000.0,1,25
29,1,0,6,1.0,2.0,3.0,3,32843.0,6569.0,4,3284.0,1,30
29,1,0,4,1.0,1.0,3.0,3,27369.0,6569.0,4,0.0,1,32
45,1,0,4,1.0,2.0,4.0,3,16750.0,3800.0,1,0.0,3,30
18,14,0,2,1.0,1.0,2.0,3,3284.0,0.0,1,3000.0,1,16
45,7,0,4,1.5,2.0,2.0,3,10948.0,7000.0,1,3800.0,2,26
42,1,0,4,1.0,1.0,4.0,3,10510.0,5000.0,2,3500.0,2,40
4,1,0,2,2.0,1.0,0.0,3,1533.0,1000.0,1,2000.0,2,18
41,14,0,7,1.0,2.0,6.0,3,8977.0,6990.0,2,2140.0,2,27
43,1,0,2,1.0,1.0,1.0,3,4489.0,4500.0,1,1500.0,1,37
42,1,0,2,1.0,0.0,1.0,3,7007.0,3000.0,1,3000.0,3,26
29,1,0,2,1.0,0.0,1.0,3,17954.0,5000.0,1,0.0,1,19
45,1,0,4,1.5,1.0,4.0,3,14998.0,7000.0,2,3000.0,1,28
49,1,0,4,1.5,1.0,2.0,3,10948.0,5000.0,3,2500.0,1,29
45,14,0,4,1.0,2.0,4.0,3,14998.0,5000.0,1,1500.0,3,28
44,14,2,3,2.0,1.0,3.0,3,6459.0,4000.0,1,5000.0,3,40
47,1,0,2,1.0,0.0,2.0,3,7992.0,7000.0,2,2500.0,1,18
34,14,2,1,1.0,1.0,1.0,3,4160.0,4926.0,1,0.0,3,15
44,14,0,3,1.0,1.0,3.0,3,6459.0,5000.0,1,5000.0,3,32
44,14,2,2,2.0,1.0,2.0,3,6021.0,4000.0,1,5000.0,3,43
44,14,2,3,2.0,1.0,3.0,3,6459.0,4000.0,1,5000.0,3,43
49,14,2,2,1.0,1.0,1.0,3,5693.0,1200.0,1,0.0,1,16
43,1,0,3,1.0,1.0,2.0,3,5036.0,6600.0,2,2000.0,2,15
18,1,0,5,1.0,1.0,5.0,3,4379.0,4379.0,4,1642.0,3,28
42,1,0,8,1.0,2.0,2.0,3,22005.0,10000.0,2,3000.0,2,29
43,1,0,6,1.0,2.0,3.0,3,32734.0,3284.0,1,0.0,2,28
49,1,0,8,1.5,3.0,2.0,3,15984.0,3000.0,4,3000.0,2,43
47,14,2,4,2.0,1.0,2.0,3,4270.0,3000.0,1,2000.0,1,18
47,14,2,3,2.0,1.0,3.0,3,4270.0,3000.0,1,2500.0,1,21
18,14,2,3,2.0,1.0,3.0,3,4489.0,1200.0,1,4000.0,1,31
8,14,2,3,1.0,1.0,2.0,3,1971.0,0.0,1,1800.0,2,30
46,14,2,2,1.0,1.0,2.0,3,5036.0,2000.0,2,0.0,2,24
47,1,0,4,1.0,1.0,4.0,3,6021.0,5400.0,1,1000.0,1,23
29,7,0,2,1.0,0.0,1.0,3,17954.0,5000.0,1,0.0,1,15
51,14,2,2,1.0,0.0,2.0,3,7992.0,6000.0,2,0.0,1,25
18,14,2,2,1.0,1.0,1.0,3,6021.0,3000.0,1,0.0,1,22
51,14,2,2,1.0,1.0,1.0,3,6459.0,2000.0,1,0.0,2,17
33,14,2,3,1.0,2.0,1.0,3,5474.0,3000.0,2,3000.0,3,26
49,1,0,4,1.0,0.0,2.0,3,6459.0,3500.0,2,2000.0,1,21
51,1,0,2,1.0,1.0,1.0,3,7554.0,6000.0,2,0.0,1,26
51,1,0,2,1.0,1.0,1.0,3,6021.0,6000.0,2,0.0,1,23
51,1,0,2,1.0,1.0,1.0,3,6021.0,6000.0,2,0.0,1,22
42,1,0,3,1.0,1.0,3.0,3,9743.0,9000.0,2,2400.0,3,36
43,1,0,4,1.0,2.0,2.0,3,10291.0,3284.0,1,1642.0,2,25
44,1,0,4,1.0,1.0,4.0,3,1533.0,1314.0,1,0.0,3,26
3,14,0,8,1.5,3.0,5.0,3,15984.0,5000.0,4,3000.0,2,31
33,14,0,2,1.0,1.0,1.0,3,9962.0,0.0,2,4000.0,2,29
44,14,2,2,2.0,1.0,2.0,3,5474.0,4000.0,1,4500.0,3,41
44,14,2,2,2.0,1.0,2.0,3,6021.0,4000.0,1,5000.0,3,43
44,14,2,2,2.0,1.0,2.0,3,6021.0,4000.0,1,5000.0,3,43
25,1,0,2,1.0,1.0,2.0,3,6459.0,4500.0,2,2500.0,2,28
25,1,2,2,1.0,1.0,1.0,3,6459.0,4500.0,2,2500.0,2,25
45,1,2,3,2.0,1.0,1.0,3,5474.0,2000.0,2,1500.0,1,15
42,1,0,4,1.0,1.0,4.0,3,8211.0,5000.0,3,1000.0,2,22
49,1,0,4,1.5,1.0,2.0,3,12152.0,5000.0,3,2500.0,1,29
45,1,2,3,2.0,1.0,1.0,3,5474.0,2000.0,2,1500.0,1,14
45,1,2,3,2.0,1.0,1.0,3,5474.0,2000.0,2,1500.0,1,13
4,1,0,4,1.0,1.0,4.0,3,8977.0,8977.0,2,1861.0,2,41
45,1,2,4,2.0,1.0,2.0,3,6021.0,2000.0,2,1500.0,1,13
33,14,2,2,1.5,1.0,1.0,3,6021.0,3000.0,2,0.0,2,31
45,1,2,4,2.0,1.0,1.0,3,6021.0,2000.0,2,1500.0,1,13
47,1,0,3,1.0,1.0,1.0,3,8758.0,6000.0,2,4000.0,2,26
47,16,0,7,1.5,3.0,5.0,3,9525.0,11386.0,4,3065.0,2,32
47,1,0,5,1.5,2.0,4.0,3,12371.0,6000.0,4,2500.0,3,37
45,1,0,9,1.0,1.0,8.0,3,20034.0,9180.0,4,2000.0,1,40
44,1,0,4,1.0,2.0,3.0,3,11824.0,2110.0,2,3000.0,3,19
32,14,2,2,1.0,1.0,2.0,3,4379.0,2190.0,1,2737.0,2,44
41,14,2,2,1.0,1.0,2.0,3,4489.0,2500.0,1,2500.0,1,35
47,12,2,2,1.5,1.0,1.0,3,4489.0,2000.0,2,2500.0,1,33
45,14,0,3,1.0,1.0,2.0,3,15765.0,3980.0,1,0.0,2,38
47,12,2,2,1.5,1.0,2.0,3,5036.0,2000.0,2,2500.0,1,32
49,1,0,4,1.5,1.0,4.0,3,12261.0,5000.0,3,2500.0,1,28
47,1,0,3,1.0,1.0,1.0,3,8758.0,6000.0,2,4000.0,2,21
20,14,2,2,1.0,1.0,2.0,3,3503.0,4500.0,1,1000.0,3,24
45,1,0,6,1.0,2.0,5.0,3,20034.0,8000.0,2,2000.0,3,34
43,1,0,3,1.0,1.0,3.0,3,4926.0,6600.0,2,2000.0,2,17
20,14,2,2,1.0,1.0,2.0,3,3941.0,4500.0,1,1000.0,3,26
20,14,2,2,1.0,1.0,2.0,3,5036.0,4800.0,1,2000.0,3,28
7,1,2,2,1.0,1.0,1.0,3,4051.0,1500.0,1,1500.0,2,22
43,1,0,4,1.0,2.0,2.0,3,9853.0,5474.0,2,3284.0,2,35
47,12,2,2,1.5,1.0,1.0,3,4489.0,2000.0,2,2500.0,1,32
45,1,0,4,1.0,1.0,2.0,3,13028.0,4500.0,2,2000.0,2,30
45,1,0,5,1.0,2.0,4.0,3,3503.0,7150.0,2,0.0,2,28
47,1,0,6,1.0,1.0,4.0,3,20034.0,6500.0,4,1200.0,1,23
45,14,2,7,2.0,3.0,7.0,3,25946.0,6000.0,5,2500.0,2,19
47,1,0,6,1.0,2.0,4.0,3,20034.0,6500.0,4,1200.0,1,20
8,14,0,6,1.0,2.0,6.0,3,12042.0,8800.0,4,2000.0,1,29
43,1,0,4,1.0,1.0,3.0,3,12042.0,8000.0,2,3000.0,2,36
43,1,0,3,1.0,1.0,2.0,3,12042.0,6000.0,3,1500.0,2,21
29,14,2,3,1.0,1.0,3.0,3,5036.0,2000.0,1,3000.0,2,40
45,1,0,6,1.0,2.0,6.0,3,20034.0,9785.0,4,1500.0,1,17
28,20,0,9,1.0,3.0,8.0,3,15327.0,3832.0,3,3284.0,2,27
49,1,0,8,1.5,3.0,2.0,3,15984.0,3000.0,4,3000.0,2,44
28,14,0,9,1.0,3.0,5.0,3,37989.0,10000.0,3,3800.0,2,37
43,1,0,10,1.0,3.0,1.0,3,14998.0,12000.0,6,1500.0,1,37
45,1,0,8,2.0,2.0,4.0,3,25946.0,9000.0,4,2000.0,2,39
51,14,2,3,1.0,1.0,1.0,3,5474.0,3000.0,2,1500.0,2,15
25,1,0,3,1.0,1.0,2.0,3,10948.0,6200.0,2,4400.0,1,32
43,1,0,10,2.0,2.0,7.0,3,9962.0,15000.0,5,2000.0,1,29
43,1,0,6,1.5,0.0,4.0,3,14232.0,7116.0,4,1095.0,3,32
29,1,0,4,1.0,2.0,3.0,3,9962.0,7560.0,4,2000.0,1,27
7,1,2,2,1.0,1.0,1.0,3,3941.0,1500.0,1,1500.0,2,22
46,7,2,2,1.0,1.0,2.0,3,6459.0,0.0,1,0.0,2,15
46,7,2,2,1.0,1.0,2.0,3,6459.0,0.0,1,0.0,2,19
46,7,2,2,1.0,1.0,1.0,3,6459.0,0.0,1,0.0,2,18
47,12,2,2,1.5,1.0,1.0,3,4598.0,2000.0,2,2500.0,1,33
36,14,2,9,2.0,3.0,4.0,3,3941.0,3000.0,1,3500.0,1,41
28,20,0,6,1.0,2.0,6.0,3,13137.0,1095.0,2,2190.0,2,27
8,14,0,9,1.5,3.0,1.0,3,14998.0,5000.0,6,2000.0,1,14
28,20,0,5,1.0,2.0,4.0,3,13137.0,1095.0,2,2190.0,2,28
28,20,0,5,1.0,2.0,4.0,3,13137.0,1095.0,2,2190.0,2,27
43,1,0,3,1.5,1.0,2.0,3,7225.0,4200.0,2,1000.0,2,25
43,1,2,2,1.0,1.0,2.0,3,4270.0,5300.0,1,2000.0,2,23
43,1,0,2,1.0,1.0,2.0,3,14998.0,6000.0,3,1500.0,1,28
51,1,0,3,1.5,1.0,3.0,3,13028.0,6000.0,1,1500.0,1,18
51,1,0,3,1.5,1.0,3.0,3,9962.0,6000.0,1,1500.0,1,17
51,1,0,3,1.5,1.0,3.0,3,9962.0,6000.0,1,1500.0,1,18
51,1,0,3,1.5,1.0,3.0,3,9962.0,6000.0,1,1500.0,1,19
51,1,0,3,1.5,1.0,3.0,3,9962.0,6000.0,1,1500.0,1,18
51,1,0,3,1.5,1.0,3.0,3,9962.0,6000.0,1,1500.0,1,17
49,14,0,6,1.0,2.0,6.0,3,10948.0,5000.0,4,3000.0,1,28
7,1,2,3,1.0,0.0,2.0,3,3613.0,2000.0,2,2000.0,2,18
44,7,2,1,1.0,1.0,0.0,3,5036.0,1000.0,1,0.0,2,28
45,1,0,5,1.0,2.0,3.0,3,7007.0,9900.0,2,0.0,2,27
47,14,0,8,1.5,2.0,4.0,3,7992.0,10000.0,4,1500.0,1,40
29,14,0,8,1.0,1.0,2.0,3,16969.0,8500.0,5,3500.0,1,23
29,14,0,7,1.0,1.0,5.0,3,16969.0,8500.0,5,3000.0,1,24
46,1,0,7,1.0,2.0,3.0,3,25946.0,15000.0,4,2000.0,3,27
44,1,0,9,1.0,3.0,7.0,3,17954.0,12100.0,4,3000.0,1,18
46,1,0,4,1.0,2.0,3.0,3,21020.0,8500.0,1,0.0,3,28
29,14,0,6,1.0,3.0,3.0,3,14013.0,4500.0,2,2000.0,1,34
45,14,2,2,1.0,1.0,1.0,3,5255.0,3000.0,1,2800.0,1,20
43,1,0,4,1.0,2.0,4.0,3,38974.0,8000.0,1,3000.0,1,11
20,11,0,3,1.0,1.0,3.0,3,5474.0,2000.0,1,3000.0,2,18
46,1,0,3,1.0,1.0,1.0,3,12042.0,8500.0,2,2000.0,3,27
45,1,0,3,1.0,1.0,2.0,3,9962.0,6750.0,2,2250.0,1,40
51,1,0,6,2.0,2.0,6.0,3,20034.0,12000.0,1,0.0,1,17
51,1,0,6,2.0,2.0,6.0,3,20034.0,12000.0,1,0.0,1,18
45,1,0,4,1.0,2.0,2.0,3,9962.0,7000.0,4,0.0,1,26
51,1,0,6,2.0,2.0,6.0,3,20034.0,12000.0,1,0.0,1,12
45,1,0,2,1.0,1.0,1.0,3,9853.0,4500.0,1,0.0,1,21
51,14,0,12,2.0,3.0,5.0,3,17954.0,9000.0,3,3000.0,2,26
51,1,0,6,2.0,2.0,6.0,3,20034.0,12000.0,1,0.0,2,11
51,1,0,2,1.0,1.0,2.0,3,6021.0,4926.0,1,2190.0,2,23
7,1,2,3,1.0,0.0,2.0,3,4489.0,2000.0,2,1500.0,2,16
46,1,0,3,1.0,1.0,1.0,3,13028.0,8500.0,2,2000.0,3,28
29,14,0,4,1.0,1.0,2.0,3,10948.0,4000.0,2,2500.0,1,34
45,1,0,3,1.0,1.0,2.0,3,9962.0,6750.0,2,2250.0,1,41
19,1,0,2,1.5,1.0,2.0,3,6459.0,4000.0,1,2500.0,3,23
45,11,0,9,1.0,2.0,5.0,3,14998.0,10000.0,2,4000.0,1,35
41,14,2,3,1.5,1.0,2.0,3,4051.0,2000.0,1,1000.0,1,32
51,1,0,5,1.0,1.0,2.0,3,14998.0,6000.0,4,2000.0,1,12
33,1,0,4,1.0,0.0,2.0,3,13028.0,6000.0,2,1500.0,1,18
45,1,2,2,1.0,0.0,1.0,3,2956.0,3000.0,1,2000.0,1,15
4,1,0,2,2.0,1.0,0.0,3,2190.0,1000.0,1,2000.0,2,20
41,14,2,3,1.5,1.0,3.0,3,4051.0,2500.0,1,1000.0,1,21
46,14,2,6,0.5,1.0,2.0,3,5474.0,5000.0,2,1500.0,1,26
42,14,2,4,1.0,1.0,1.0,3,4489.0,5000.0,2,1500.0,1,24
41,1,2,3,1.0,1.0,3.0,3,8758.0,5474.0,1,0.0,2,24
46,14,2,4,1.0,1.0,4.0,3,5474.0,5000.0,2,1500.0,1,25
47,0,0,4,1.0,2.0,1.0,3,37989.0,0.0,4,0.0,1,38
47,0,2,4,1.0,2.0,1.0,3,29997.0,0.0,4,0.0,2,40
43,14,2,2,1.0,1.0,2.0,3,4817.0,3000.0,1,3800.0,1,25
19,14,2,3,1.5,1.0,0.0,3,7992.0,1000.0,2,2000.0,1,13
18,14,2,2,1.0,1.0,1.0,3,4598.0,0.0,1,1200.0,1,27
51,10,0,4,1.0,2.0,2.0,3,10838.0,5000.0,2,2800.0,1,45
47,0,2,2,1.0,1.0,1.0,3,14998.0,0.0,1,0.0,2,38
45,1,0,5,1.5,2.0,5.0,3,17954.0,7000.0,3,3000.0,1,28
51,14,0,6,1.0,2.0,2.0,3,11824.0,5000.0,2,2500.0,1,46
43,14,0,4,1.0,3.0,3.0,3,29011.0,10000.0,4,0.0,2,25
43,1,0,4,1.0,1.0,0.0,3,19487.0,6000.0,3,1000.0,1,32
41,1,0,5,1.5,2.0,5.0,3,9962.0,6990.0,2,2160.0,2,24
42,1,0,7,1.0,2.0,1.0,3,21020.0,8000.0,2,3000.0,2,28
46,1,0,4,1.0,1.0,1.0,3,13028.0,8500.0,2,1500.0,3,28
19,14,2,3,1.0,1.0,3.0,3,7992.0,1000.0,2,2000.0,1,27
19,14,2,3,1.0,1.0,0.0,3,7992.0,1000.0,1,2000.0,1,13
51,1,0,8,1.0,2.0,5.0,3,12042.0,7000.0,3,3000.0,1,30
41,14,0,6,1.5,2.0,5.0,3,17954.0,8000.0,3,2000.0,2,37
45,14,0,10,1.5,3.0,6.0,3,17078.0,15000.0,1,2500.0,2,40
46,1,0,4,1.0,1.0,1.0,3,13028.0,8500.0,2,2000.0,3,28
46,1,0,4,1.0,1.0,1.0,3,13028.0,8500.0,2,2000.0,3,28
46,1,0,4,1.0,1.0,1.0,3,13028.0,8500.0,2,2000.0,3,28
19,14,0,10,1.0,3.0,5.0,3,17954.0,8000.0,6,2000.0,1,30
51,14,0,8,1.0,3.0,8.0,3,16750.0,9800.0,4,2500.0,1,37
47,1,0,5,1.0,1.0,4.0,3,6569.0,6569.0,3,1095.0,3,26
41,1,0,2,1.0,1.0,2.0,3,8977.0,6000.0,2,0.0,2,31
41,1,0,2,1.0,1.0,1.0,3,7992.0,6000.0,2,0.0,2,33
41,1,0,2,1.0,1.0,1.0,3,7992.0,6000.0,2,0.0,2,31
45,1,0,5,1.0,1.0,3.0,3,4270.0,6021.0,1,1642.0,1,29
49,1,0,4,1.5,1.0,4.0,3,12042.0,5000.0,3,2500.0,1,34
28,14,2,2,1.0,1.0,1.0,3,4051.0,5000.0,2,5000.0,2,22
45,1,0,4,1.0,1.0,2.0,3,8649.0,4500.0,2,3500.0,1,33
4,11,2,2,1.0,1.0,1.0,3,5036.0,3000.0,1,1500.0,1,25
4,11,2,2,1.0,1.0,1.0,3,6021.0,3000.0,1,1500.0,1,28
33,14,2,2,1.0,1.0,1.0,3,3941.0,2500.0,1,2300.0,1,24
51,1,0,10,2.0,3.0,4.0,3,20034.0,12000.0,6,1000.0,1,22
51,1,2,2,1.0,1.0,2.0,3,2956.0,1100.0,1,1100.0,3,16
45,1,0,4,1.0,1.0,2.0,3,9853.0,5000.0,2,3000.0,2,15
7,1,0,3,1.0,1.0,2.0,3,6459.0,2000.0,2,1500.0,2,24
43,1,0,3,1.0,1.0,1.0,3,15546.0,6000.0,3,1500.0,1,30
43,1,0,3,1.0,1.0,2.0,3,15984.0,6000.0,3,2000.0,1,27
7,11,0,7,1.0,1.0,4.0,3,5693.0,2980.0,1,1980.0,1,28
41,14,0,8,1.5,3.0,5.0,3,20034.0,10000.0,3,2000.0,2,38
45,14,2,2,2.0,1.0,0.0,3,5036.0,2000.0,1,2000.0,1,21
42,14,0,7,2.0,3.0,1.0,3,31967.0,10000.0,4,3000.0,3,46
33,1,0,2,1.0,1.0,2.0,3,9962.0,5900.0,1,0.0,2,33
45,14,2,2,2.0,1.0,0.0,3,6021.0,2000.0,1,2000.0,1,22
45,14,2,3,2.0,1.0,3.0,3,5036.0,2000.0,1,2000.0,1,24
45,14,2,2,2.0,1.0,2.0,3,7007.0,2000.0,1,2000.0,1,22
51,1,0,9,1.0,3.0,5.0,3,28355.0,14232.0,5,2737.0,2,21
51,1,0,5,1.5,1.0,3.0,3,17954.0,8000.0,1,1200.0,2,36
49,1,2,7,1.0,2.0,7.0,3,14998.0,7500.0,4,2000.0,2,22
43,7,0,2,1.0,1.0,2.0,3,8977.0,6000.0,2,6000.0,3,21
44,1,0,6,1.0,1.0,2.0,3,10948.0,9000.0,3,5000.0,2,38
19,1,0,4,1.0,2.0,3.0,3,7992.0,9900.0,2,2500.0,1,19
43,14,2,2,1.0,1.0,2.0,3,4817.0,3000.0,1,4500.0,2,24
8,14,2,2,1.0,1.0,2.0,3,7992.0,3000.0,1,4000.0,1,33
49,1,0,4,1.0,2.0,2.0,3,14998.0,4000.0,4,5000.0,1,30
45,1,0,2,1.0,1.0,2.0,3,8977.0,7980.0,2,1900.0,3,34
10,1,2,2,1.0,1.0,1.0,3,3175.0,2500.0,1,2900.0,2,26
51,1,0,8,1.0,2.0,5.0,3,10948.0,7000.0,3,2500.0,1,31
51,14,0,8,1.0,3.0,6.0,3,20034.0,11700.0,4,1500.0,1,30
